gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cd4_8	direction
Maea	0.08332849356560505	0.29143993351743247	0.184	0.098	1	CD4	up
Fcho2	0.08370325229264514	0.40352208385753763	0.272	0.18	1	CD4	up
Cntrl	0.08389682055757693	0.3787288086459605	0.392	0.295	1	CD4	up
Zmynd11	0.08406247239149195	-0.27461241189806695	0.199	0.295	1	CD4	down
Tbcel	0.08435708420362875	0.3611097761849216	0.206	0.115	1	CD4	up
Cep250	0.08450844709553547	0.3255526735457135	0.139	0.066	1	CD4	up
Acat1	0.08527273308766428	0.31146374068927696	0.218	0.131	1	CD4	up
Trp53i11	0.08531860546184034	0.30284298034712415	0.228	0.131	1	CD4	up
Ube2d3	0.08556868745364267	0.2586642584700858	0.905	0.869	1	CD4	up
Mark2	0.0859942181283674	0.3700896504588498	0.396	0.295	1	CD4	up
D16Ertd472e	0.08601471768949343	0.39727652211054	0.456	0.393	1	CD4	up
Gmfg	0.08614113979868954	-0.25468821490765015	0.595	0.689	1	CD4	down
Prrc2c	0.08669424659375906	-0.27124608607398537	0.772	0.869	1	CD4	down
Sh3glb1	0.08682766995823148	0.273378780455372	0.63	0.525	1	CD4	up
Mpc1	0.08684164599467743	0.36816157001920014	0.456	0.377	1	CD4	up
Atg4b	0.08697940715333059	0.2537240398619942	0.123	0.049	1	CD4	up
E4f1	0.08726509129764394	0.2802740391405592	0.187	0.098	1	CD4	up
Taldo1	0.0875942380148673	0.31710530828170913	0.402	0.311	1	CD4	up
Bax	0.0877261466824251	0.34658966370837585	0.323	0.213	1	CD4	up
Gnpda1	0.08775179850237005	0.3377921748385785	0.139	0.066	1	CD4	up
Bola3	0.08824817912799947	0.31043306192309916	0.247	0.148	1	CD4	up
Htatsf1	0.08853625172313037	0.3232754046549766	0.222	0.131	1	CD4	up
Dpm3	0.08865285075459974	0.3654635276334923	0.424	0.344	1	CD4	up
Stx11	0.08879483872420124	0.3087761907602597	0.165	0.082	1	CD4	up
H2-DMa	0.08899090957397825	0.26369746143443396	0.101	0.033	1	CD4	up
Spty2d1	0.08909651666322078	0.4218234594187362	0.402	0.311	1	CD4	up
Celf2	0.08930880164455197	0.2961041281382073	0.652	0.574	1	CD4	up
Anxa11	0.08955845008293344	0.32060881965553006	0.222	0.131	1	CD4	up
Txnrd1	0.08998293080518202	0.3561927085112263	0.212	0.131	1	CD4	up
Zfp91	0.090275441880216	0.405248674794072	0.528	0.459	1	CD4	up
Mpc2	0.0904308610192147	-0.28940661747282304	0.361	0.459	1	CD4	down
Taf13	0.09051454174652715	0.3623884221658054	0.155	0.082	1	CD4	up
Mir155hg	0.09081650756639699	0.3671690016551395	0.142	0.066	1	CD4	up
Fkbp5	0.09093536383557649	0.2881123959629202	0.184	0.098	1	CD4	up
Stk40	0.0909413622394006	0.26106174278405586	0.209	0.115	1	CD4	up
Hspd1	0.09163750148225112	0.322897499841006	0.367	0.246	1	CD4	up
Reep3	0.09204912836003719	0.45295869785492393	0.32	0.23	1	CD4	up
Nsmce2	0.09239206255488924	0.31837833511877744	0.177	0.098	1	CD4	up
Nme1	0.09287952953066549	0.3633270971175424	0.478	0.393	1	CD4	up
Exoc4	0.09304228507332779	0.35475065336249373	0.158	0.082	1	CD4	up
Map3k11	0.09336099545674098	0.2584861066058025	0.142	0.066	1	CD4	up
Pmepa1	0.09357932251391685	-0.29999681380163046	0.32	0.41	1	CD4	down
Ndufab1	0.09450646450088894	0.2967647238502452	0.323	0.213	1	CD4	up
Slc28a2	0.09453948020411009	0.29360373655422456	0.139	0.066	1	CD4	up
Oxsr1	0.09458794680658741	0.39223161111331206	0.234	0.148	1	CD4	up
Tmem109	0.09496655179195834	0.2793005055863116	0.203	0.115	1	CD4	up
Pcm1	0.09519685258180677	0.32491645753743886	0.225	0.131	1	CD4	up
Pofut2	0.09532625515027733	0.25984363410719813	0.206	0.115	1	CD4	up
Purb	0.09550860972934884	0.3642263365113496	0.63	0.541	1	CD4	up
Fkbp1a	0.09560775148574896	0.29437618864480264	0.456	0.344	1	CD4	up
Dynll2	0.09569819478999904	0.3073054877211502	0.206	0.115	1	CD4	up
Ptpa	0.09605506545429085	0.270204216813713	0.196	0.115	1	CD4	up
Rbm42	0.0961187256679128	-0.2597793279955609	0.342	0.426	1	CD4	down
Lamtor5	0.09652168795756651	0.3753910308416216	0.215	0.131	1	CD4	up
Tmem160	0.0973235431607981	0.3871663033624808	0.427	0.344	1	CD4	up
Rsbn1l	0.09789826477077379	0.47669215020289424	0.465	0.41	1	CD4	up
Pdia3	0.09873127621490059	0.2944974866139993	0.535	0.426	1	CD4	up
Mtmr12	0.09896890164719022	0.3130854624310355	0.256	0.164	1	CD4	up
Dctn1	0.09911984165435514	0.33998164413942633	0.215	0.131	1	CD4	up
Cotl1	0.09921109452932861	0.2866769163575429	0.649	0.574	1	CD4	up
Arhgap18	0.0993098302948747	0.36714442186747936	0.158	0.082	1	CD4	up
Trim12a	0.09943364610967084	-0.31235332872579413	0.237	0.328	1	CD4	down
Soat1	0.09944549004314232	0.25443698568502215	0.139	0.066	1	CD4	up
Peak1	0.09951666107002415	0.3722568159699885	0.253	0.164	1	CD4	up
Csnk1d	0.0995569265341577	0.3955974503662223	0.294	0.213	1	CD4	up
Man1a	0.1000615714157642	-0.29852255327921207	0.275	0.377	1	CD4	down
Ifrd1	0.1002711913469063	0.29139218599933514	0.462	0.361	1	CD4	up
Def6	0.10051798538302797	0.28890864324952303	0.278	0.18	1	CD4	up
Pigt	0.10080418144745167	0.279729867077434	0.117	0.049	1	CD4	up
Mapk1	0.10100343599269207	0.36499455890559107	0.364	0.262	1	CD4	up
Psma4	0.1010129043708488	0.3141200002024055	0.421	0.328	1	CD4	up
Adcy7	0.10113072697720318	0.3291019566597148	0.237	0.148	1	CD4	up
Tpi1	0.10193311779935212	0.35322928980170953	0.241	0.148	1	CD4	up
Lpgat1	0.1024002859226873	0.27778931613336155	0.18	0.098	1	CD4	up
Ell	0.1025619019679092	0.26655707508033166	0.12	0.049	1	CD4	up
Nmrk1	0.1025619019679092	0.2554058101879275	0.12	0.049	1	CD4	up
Vcl	0.10257547302791688	0.2862946221828889	0.136	0.066	1	CD4	up
Tmed2	0.10260033225232154	0.3397219890774963	0.627	0.541	1	CD4	up
Egr1	0.1029217185531443	0.35245741368187855	0.392	0.311	1	CD4	up
Bak1	0.1035203569639251	0.2619723447744017	0.136	0.066	1	CD4	up
Dhx9	0.10354863478528809	-0.25589458034398116	0.408	0.525	1	CD4	down
Ptger4	0.10359021944675165	0.2804416404150282	0.184	0.098	1	CD4	up
Malt1	0.1039217914337484	0.6592389961453801	0.373	0.311	1	CD4	up
Trappc5	0.10407980586299793	0.26123121182126807	0.139	0.066	1	CD4	up
Dcaf17	0.10424071475533261	-0.273754245436556	0.085	0.148	1	CD4	down
Ecpas	0.10442545086645354	0.3198479425268769	0.184	0.098	1	CD4	up
Tor2a	0.10495058088170611	0.28125686746212947	0.136	0.066	1	CD4	up
Vasp	0.10501116275033463	0.258997216771798	0.503	0.377	1	CD4	up
Ric1	0.10509828908325393	0.3136795049538253	0.199	0.115	1	CD4	up
Adam17	0.10512166689260374	0.3205756594723875	0.196	0.115	1	CD4	up
Kif5b	0.10560620544358941	0.35898818117569253	0.652	0.623	1	CD4	up
Cebpg	0.10601607281184224	0.2774355697257804	0.263	0.164	1	CD4	up
Zmpste24	0.10624195280144667	0.29501659509417755	0.177	0.098	1	CD4	up
Elf4	0.1064640880920824	0.2549914101087982	0.218	0.131	1	CD4	up
Emc7	0.10649679353884202	0.38930498837713046	0.348	0.262	1	CD4	up
Edf1	0.10734339055437206	0.3543105670352995	0.538	0.443	1	CD4	up
Dnaja2	0.10802633540192447	0.3674050382926941	0.491	0.426	1	CD4	up
4932438A13Rik	0.10836688965244233	-0.39014990405845973	0.547	0.607	1	CD4	down
Srsf1	0.10866744701742242	-0.37055208547193974	0.25	0.328	1	CD4	down
Plaat3	0.1088406907364138	0.3010272900583343	0.282	0.18	1	CD4	up
Trib1	0.10965366649382269	0.27191429732994277	0.18	0.098	1	CD4	up
Cnih4	0.10981801050034261	0.32768808651888814	0.288	0.197	1	CD4	up
Irak2	0.10983181316336176	0.312497082554542	0.136	0.066	1	CD4	up
Tnfrsf1b	0.11002266221685666	0.35620869473336747	0.348	0.262	1	CD4	up
Ankrd44	0.11020133032105073	0.322185541997722	0.617	0.508	1	CD4	up
Mrps18a	0.1103296394892119	0.25121610252394005	0.136	0.066	1	CD4	up
Zmiz2	0.1104713683255961	0.35104557027124905	0.212	0.131	1	CD4	up
Dazap2	0.1109539321860507	0.2980518025006187	0.639	0.59	1	CD4	up
Amfr	0.11124891545825397	0.27085283884556083	0.278	0.18	1	CD4	up
Rangap1	0.11139136140362979	0.37562961582984455	0.294	0.213	1	CD4	up
Ndufv2	0.11258821939830078	0.28386142191505026	0.294	0.197	1	CD4	up
Tmem14c	0.11274349115504706	0.2901657440124107	0.37	0.279	1	CD4	up
Akap13	0.11353718655006913	0.32804157932797784	0.877	0.885	1	CD4	up
Gna13	0.11368047842043823	0.3119121552192532	0.652	0.59	1	CD4	up
Ctsz	0.11381522897175701	0.3211705929980862	0.133	0.066	1	CD4	up
Xrn2	0.11428387836147842	-0.2540887053984535	0.453	0.541	1	CD4	down
Nabp1	0.1144316726294995	0.48313734421631505	0.405	0.328	1	CD4	up
Alkbh5	0.11455984152310893	0.3821179196748311	0.339	0.262	1	CD4	up
Lilrb4a	0.11478669652172058	0.3435081891810621	0.114	0.049	1	CD4	up
Bach1	0.11535401572659432	0.31008875369339683	0.193	0.115	1	CD4	up
Hmgn5	0.11555884886781019	0.3142776635946024	0.301	0.213	1	CD4	up
Psmd11	0.11559432117122372	0.3254324101364412	0.316	0.23	1	CD4	up
Ubap2l	0.11577655206555906	0.36832518472146003	0.44	0.344	1	CD4	up
Rap2a	0.11604806067880073	0.27156104670919257	0.177	0.098	1	CD4	up
Cflar	0.11611368030944721	0.3097193928065225	0.364	0.262	1	CD4	up
Tnnc1	0.116183604560092	-0.34647056129129694	0.114	0.18	1	CD4	down
Fam102a	0.11618746230486876	0.354130294698497	0.462	0.361	1	CD4	up
Tmem165	0.11630897957623487	0.34170660172940337	0.25	0.164	1	CD4	up
Rbm3	0.11657818296710462	0.25127020469401184	0.915	0.934	1	CD4	up
Ier5l	0.11722186106538195	0.3219510333909813	0.117	0.049	1	CD4	up
H2-M3	0.11764633579166368	0.3533483768853085	0.168	0.098	1	CD4	up
Gnptab	0.1179277490734203	0.2907244264748217	0.111	0.049	1	CD4	up
Phgdh	0.1184811997103343	0.2680339776481833	0.174	0.098	1	CD4	up
Mtmr1	0.1184811997103343	0.3126688397359346	0.174	0.098	1	CD4	up
Ube2k	0.11900899835752606	-0.27502729706409634	0.383	0.492	1	CD4	down
Efr3a	0.11906748140264725	0.32410328738670247	0.383	0.279	1	CD4	up
Hnrnpl	0.1192381809181323	0.3365493560304271	0.503	0.426	1	CD4	up
4930503L19Rik	0.11960257558479433	0.25072175579311873	0.133	0.066	1	CD4	up
Trim8	0.1199914223038144	0.3266553004168089	0.171	0.098	1	CD4	up
Exoc6b	0.12048098998954904	0.2500669952186947	0.114	0.049	1	CD4	up
Srp9	0.12086545051353605	0.28570900908205865	0.674	0.656	1	CD4	up
Got1	0.12124726493761269	0.3234800194923373	0.31	0.23	1	CD4	up
Pde4b	0.1213062631739187	-0.2903437008528671	0.263	0.361	1	CD4	down
Serpinb1a	0.12164603693018722	0.38570544619276537	0.114	0.049	1	CD4	up
Rnpep	0.122023478682759	0.2926615109364653	0.111	0.049	1	CD4	up
Ash1l	0.12227651244441914	0.34522565180849285	0.513	0.443	1	CD4	up
Syap1	0.12228256534506826	0.3028985618065082	0.13	0.066	1	CD4	up
Mfsd14a	0.1227636565167764	0.2886509950504839	0.269	0.18	1	CD4	up
Alyref	0.12363495229119768	0.2842425369625523	0.339	0.246	1	CD4	up
Pkp3	0.1252866657183311	0.2996548133267206	0.247	0.164	1	CD4	up
Ppp1cc	0.1253170824416148	0.3106641065986193	0.598	0.557	1	CD4	up
Tubb4b	0.12596297916876667	0.33690726857987885	0.522	0.426	1	CD4	up
Elk3	0.12683116580798243	0.2746286777794736	0.193	0.115	1	CD4	up
Smim4	0.12683116580798243	0.25191824021073345	0.193	0.115	1	CD4	up
Cope	0.1269685397667252	0.2839434936944162	0.316	0.23	1	CD4	up
Tm6sf1	0.12761011862194738	0.31645516552877206	0.152	0.082	1	CD4	up
Tuba4a	0.12770425456084833	0.3555533838150655	0.402	0.311	1	CD4	up
Zfp655	0.12878250400613594	-0.29087600415828513	0.161	0.23	1	CD4	down
Plgrkt	0.128801391469584	0.2954529627658966	0.339	0.246	1	CD4	up
Ifi27	0.12942799919885997	0.31916461916325467	0.348	0.279	1	CD4	up
Camp	0.12943432355028103	0.30564301860175885	0.114	0.049	1	CD4	up
Trim59	0.12958725970565174	0.2525385689528114	0.155	0.082	1	CD4	up
Pold4	0.12982313700602668	0.30111078121034995	0.209	0.131	1	CD4	up
Rilpl2	0.12997287599246662	0.35247406796354397	0.278	0.197	1	CD4	up
Cdc34	0.13029265975903007	0.265690890657302	0.209	0.131	1	CD4	up
Atp5f1	0.13034086363982494	0.30702777242676205	0.601	0.574	1	CD4	up
Rapgef1	0.13038258837168545	0.3116887319756725	0.244	0.164	1	CD4	up
Sri	0.1305215449046807	0.27907026501658616	0.538	0.475	1	CD4	up
Taf1	0.13090850073376498	0.38458390186424585	0.275	0.197	1	CD4	up
Zc3h7a	0.13144740391504411	0.3599082025229522	0.367	0.279	1	CD4	up
Eif3m	0.13209529517568955	0.30520891610534884	0.516	0.443	1	CD4	up
Elof1	0.1326598373760148	0.2632098095051926	0.209	0.131	1	CD4	up
Tpr	0.13441416937628278	-0.2605800930917286	0.649	0.787	1	CD4	down
Strn4	0.13455838619016822	0.26664477174137213	0.171	0.098	1	CD4	up
Eif1a	0.13461998128207128	0.4251939057394485	0.25	0.18	1	CD4	up
Coro1c	0.13470054777247997	0.34474932628780397	0.203	0.131	1	CD4	up
Cd37	0.13510889192470543	0.32556020577021094	0.427	0.344	1	CD4	up
Trim25	0.13528729467837713	-0.3915711848402748	0.161	0.23	1	CD4	down
Bbx	0.1355033705386991	0.2786386680992894	0.231	0.148	1	CD4	up
Atrx	0.1361591218478139	0.3762250762767694	0.57	0.525	1	CD4	up
Mrpl53	0.13667583928116983	0.29040214957766686	0.13	0.066	1	CD4	up
Ggnbp2	0.13677287416206607	0.3614119388782243	0.421	0.344	1	CD4	up
Mrpl14	0.13708131150948114	0.3229077141339629	0.184	0.115	1	CD4	up
Nono	0.13727214621329895	0.3387809105516496	0.437	0.344	1	CD4	up
Fam53a	0.13727766404305414	0.25940246200897	0.13	0.066	1	CD4	up
Fbxo9	0.13739029877751044	0.2953680590592337	0.168	0.098	1	CD4	up
Manf	0.13756622558614454	0.3439046892523675	0.462	0.41	1	CD4	up
Txlna	0.1384678335006759	0.30627006620067965	0.168	0.098	1	CD4	up
R3hdm4	0.138938210495769	0.32213305235574774	0.253	0.18	1	CD4	up
Vdac2	0.13900359555623507	0.35993507966009763	0.402	0.344	1	CD4	up
Mrpl51	0.13936478102183478	0.29555459502797266	0.241	0.164	1	CD4	up
Suco	0.1394932694528002	0.2808759358038526	0.373	0.279	1	CD4	up
Pknox1	0.14005814334305403	0.28704666386321953	0.187	0.115	1	CD4	up
Otud4	0.14022181672761055	0.2610227814701544	0.231	0.148	1	CD4	up
Psmd8	0.14091937158203918	0.2880687246212821	0.43	0.311	1	CD4	up
Ppp6r1	0.14117615538489742	0.4105516742776648	0.37	0.311	1	CD4	up
Tuba1a	0.14123663760284275	0.46708146928564775	0.623	0.59	1	CD4	up
Dph3	0.14142761046739588	0.30124121908039037	0.313	0.23	1	CD4	up
Map7d1	0.14143417684812962	0.2622660397322668	0.25	0.164	1	CD4	up
Sem1	0.14175309145099338	0.26990911802556394	0.747	0.689	1	CD4	up
Luc7l3	0.14177564233454792	0.36351691053240454	0.383	0.311	1	CD4	up
Tsc22d1	0.14210619216691694	-0.254810010186794	0.089	0.148	1	CD4	down
Ilk	0.14448746681512303	0.2643870826628675	0.237	0.164	1	CD4	up
Zfp672	0.14451101488371945	0.29675035202282507	0.168	0.098	1	CD4	up
Cyp51	0.14549135151104978	0.26296196956433415	0.152	0.082	1	CD4	up
Rel	0.1456466355086477	0.5133007735931672	0.494	0.377	1	CD4	up
Cul3	0.14641806197746166	0.3360824737740351	0.478	0.393	1	CD4	up
Tomm34	0.14717612472614416	0.3340957859551034	0.146	0.082	1	CD4	up
Naxd	0.14717612472614416	0.2717628558526736	0.146	0.082	1	CD4	up
Ppp1r12a	0.14730907987702976	0.29596407225492993	0.589	0.525	1	CD4	up
Zfp646	0.1487049437706529	0.313558047139705	0.165	0.098	1	CD4	up
Rab6a	0.1495735813435166	0.3048514028732042	0.389	0.311	1	CD4	up
Armc1	0.1496051552921806	0.2747545402378874	0.184	0.115	1	CD4	up
Trappc6b	0.14980936353299762	0.2792730990442178	0.301	0.213	1	CD4	up
Nisch	0.14988026988815137	0.2710357624012806	0.31	0.23	1	CD4	up
Atf6	0.14993974157668638	0.31591163464534994	0.241	0.164	1	CD4	up
Socs3	0.1515441659426525	0.3609407239752931	0.373	0.295	1	CD4	up
Gm47664	0.15228824137502492	0.3109114300715545	0.142	0.082	1	CD4	up
Pglyrp1	0.15269658041983822	0.2836362291750601	0.149	0.082	1	CD4	up
Atxn7l3b	0.15317821657258324	0.28842288990260045	0.31	0.213	1	CD4	up
Pim3	0.15353920155635137	0.2862304842614917	0.142	0.082	1	CD4	up
Hip1r	0.1547787024873315	0.28404097148231927	0.203	0.131	1	CD4	up
Capn7	0.1552612596376204	-0.2524348693361176	0.187	0.262	1	CD4	down
Ankrd10	0.1557801919621463	0.3108922429311522	0.228	0.148	1	CD4	up
Pomp	0.15610044760557096	0.292453735345803	0.481	0.393	1	CD4	up
Ddx55	0.15692842011770175	0.3589857676583235	0.139	0.082	1	CD4	up
Nup98	0.1571979811925407	-0.2867033398895926	0.332	0.41	1	CD4	down
Mgst3	0.15733890152884017	0.2829335641055494	0.142	0.082	1	CD4	up
Eif2s3y	0.1579719019239272	0.27216987975166906	0.237	0.164	1	CD4	up
Dnajc1	0.15806506112454483	0.3267653931849076	0.345	0.279	1	CD4	up
Sipa1	0.1583316922021227	0.274510208863022	0.184	0.115	1	CD4	up
Vgll4	0.15887697860611943	0.3422660092213745	0.513	0.443	1	CD4	up
Hmgcs1	0.158966663855718	0.34449829520992964	0.206	0.131	1	CD4	up
Ermp1	0.1597368550567546	0.3460065530084325	0.18	0.115	1	CD4	up
Lyst	0.15983607130477465	0.2901453890196658	0.307	0.213	1	CD4	up
Suz12	0.16003408959906837	0.2954992724580836	0.345	0.246	1	CD4	up
Ppp1r16b	0.1602640128904891	0.32836562251556345	0.389	0.311	1	CD4	up
Aplp2	0.16033403292687212	0.36893230107367925	0.364	0.295	1	CD4	up
Sirt1	0.16059474801356916	0.2992060912392672	0.241	0.164	1	CD4	up
Pmf1	0.16082554297138701	-0.2504993342189298	0.12	0.18	1	CD4	down
Dnajc3	0.16150964498293813	0.3248378750331242	0.437	0.377	1	CD4	up
Casc3	0.1617232348596088	0.2726852607465997	0.225	0.148	1	CD4	up
Phlda1	0.16173381698421677	0.6186762703778863	0.256	0.197	1	CD4	up
Nsfl1c	0.16208066207322008	0.3075276305211226	0.18	0.115	1	CD4	up
Azin1	0.16244518759142365	0.2749407736019236	0.434	0.344	1	CD4	up
Pitpna	0.16285828565457858	0.3074339762879619	0.446	0.377	1	CD4	up
Baiap2	0.16339055296762706	0.3619714162868898	0.247	0.18	1	CD4	up
Herc6	0.16340913072674706	0.2569383334442994	0.127	0.066	1	CD4	up
Jkamp	0.16369351781838234	0.26634143869414906	0.123	0.066	1	CD4	up
Thap12	0.16410146429524838	0.29737695965929184	0.25	0.18	1	CD4	up
Sfr1	0.16410514293965728	0.34880112433584176	0.551	0.492	1	CD4	up
Phc2	0.1647547450749398	0.26116246562362505	0.184	0.115	1	CD4	up
Zfr	0.16479527769905733	0.2890102995941951	0.31	0.23	1	CD4	up
Nt5c	0.1653503983525369	0.2966495685960773	0.408	0.328	1	CD4	up
Gem	0.16544920202501343	0.32481220926971743	0.146	0.082	1	CD4	up
Mkln1	0.1658691477159903	0.34415400866062107	0.424	0.328	1	CD4	up
Aup1	0.16618123067990798	0.3409365325955951	0.307	0.23	1	CD4	up
Slc38a1	0.16710891485896076	0.3699519090452381	0.418	0.344	1	CD4	up
Rp9	0.1671640923967936	0.2550397131281381	0.446	0.361	1	CD4	up
Akt1	0.1683664566538946	0.2938747417124911	0.285	0.213	1	CD4	up
Washc2	0.16926763659211136	0.2916274904810732	0.18	0.115	1	CD4	up
Cct8	0.16956351255553306	0.2517992106664959	0.377	0.295	1	CD4	up
Fbn1	0.16976873562257597	0.2535953651287586	0.104	0.049	1	CD4	up
Pkn1	0.17073726669234152	0.324293745494031	0.313	0.246	1	CD4	up
Aftph	0.17112564008328915	-0.31864379501113327	0.18	0.246	1	CD4	down
Map3k5	0.1711443181458012	0.2778244407849524	0.12	0.066	1	CD4	up
Trir	0.17129837153953176	0.29241693016129466	0.573	0.492	1	CD4	up
Clip1	0.17140643628577976	0.3322949875999832	0.351	0.262	1	CD4	up
Smad4	0.17146785018635044	-0.32619981375939067	0.367	0.443	1	CD4	down
Tob2	0.17211956554877758	0.41199649220711276	0.418	0.361	1	CD4	up
Cnot3	0.1723797174942415	0.29320629879439314	0.272	0.197	1	CD4	up
Cops4	0.1723949962325418	0.2827833307772662	0.234	0.164	1	CD4	up
Ero1l	0.17239636710001663	0.31122514547268265	0.193	0.131	1	CD4	up
Dennd4c	0.17264040410665418	0.29160190888321275	0.18	0.115	1	CD4	up
Prkacb	0.17297500399170213	0.3110027699944552	0.316	0.246	1	CD4	up
Ddb1	0.17328001786199818	0.2725880213593104	0.291	0.213	1	CD4	up
1810037I17Rik	0.17411822365995192	0.3126737873418166	0.554	0.492	1	CD4	up
Uhmk1	0.17464532443728548	0.26644993654393984	0.222	0.148	1	CD4	up
S100pbp	0.1746600109662368	0.25159151011813174	0.101	0.049	1	CD4	up
App	0.17470550615611471	-0.30034740510707864	0.082	0.131	1	CD4	down
Txnl1	0.17491631565591992	0.3107142929087877	0.297	0.23	1	CD4	up
Hist1h2bc	0.175042100970368	0.4694148159392199	0.139	0.082	1	CD4	up
Cdkn2c	0.17559616176028256	0.26861310720022424	0.12	0.066	1	CD4	up
Wdr82	0.17563370297531808	0.2909059776748816	0.282	0.213	1	CD4	up
Ikbkb	0.17602928209466706	0.33343456488455236	0.358	0.295	1	CD4	up
Kdm5a	0.17629358555280056	-0.32317686141997837	0.399	0.475	1	CD4	down
Sh3bgrl	0.1771445463112874	0.30484580682845186	0.269	0.197	1	CD4	up
Sirt7	0.1772756044656001	0.28191617762831606	0.215	0.148	1	CD4	up
Scyl2	0.17764208748976335	0.270941607558386	0.165	0.098	1	CD4	up
Sla2	0.17765214749428462	0.34190692627472846	0.171	0.115	1	CD4	up
Cndp2	0.17785323912812784	0.252524466165589	0.139	0.082	1	CD4	up
Uba5	0.17785421726692913	0.2587646556453277	0.12	0.066	1	CD4	up
Sh3bp1	0.17786692780802826	0.2633943374975621	0.158	0.098	1	CD4	up
Cep162	0.17792057858952395	0.2533305460939388	0.101	0.049	1	CD4	up
Fam104a	0.17871170479500895	0.3047521723407056	0.38	0.311	1	CD4	up
Stk24	0.17971947638604835	0.26498118025554196	0.437	0.377	1	CD4	up
Guk1	0.18001627922906305	0.3145282952039984	0.231	0.164	1	CD4	up
Dars	0.18024107000381856	0.3445861272283206	0.171	0.115	1	CD4	up
Zfand3	0.18077571184129893	0.2584969589652655	0.161	0.098	1	CD4	up
Sap18	0.18080342347887268	0.34265915057112173	0.351	0.295	1	CD4	up
Zdhhc3	0.1822275152361027	0.28842606033335483	0.199	0.131	1	CD4	up
Mphosph10	0.182796664509189	0.2533212732989388	0.161	0.098	1	CD4	up
Relb	0.18285039007420828	0.28116513645420305	0.266	0.197	1	CD4	up
Mrpl30	0.18311858301608	-0.27614496789445	0.316	0.393	1	CD4	down
Dtymk	0.183474023361801	0.29979560248264936	0.161	0.098	1	CD4	up
Ddx39	0.1837710343992059	0.251145705282601	0.196	0.131	1	CD4	up
Spg21	0.1841156928980015	0.26283642641853533	0.177	0.115	1	CD4	up
Cmpk1	0.18482374480753283	0.30654500530425977	0.427	0.377	1	CD4	up
BC005624	0.18532215301593233	0.30580068523835324	0.269	0.197	1	CD4	up
Nfe2l1	0.1855194238348158	0.2609352918101584	0.256	0.18	1	CD4	up
Crbn	0.1858139603738181	0.41498495890660103	0.323	0.262	1	CD4	up
Tmed5	0.18582296089633227	0.33038907853065547	0.408	0.344	1	CD4	up
Hnrnpll	0.18654790231566942	0.356517381007729	0.209	0.148	1	CD4	up
Atad1	0.18782737410883218	0.25439873846736166	0.218	0.148	1	CD4	up
Arl4c	0.1886214243333167	0.34949545527680326	0.585	0.557	1	CD4	up
Ak2	0.18881388107525915	0.26947070760140995	0.196	0.131	1	CD4	up
Capza2	0.1888297917952027	0.2759442291730221	0.614	0.525	1	CD4	up
Lrrc8c	0.18894463703143174	0.288657096801917	0.285	0.213	1	CD4	up
Dido1	0.18965411165532983	0.2512261330405085	0.161	0.098	1	CD4	up
Mlf2	0.1904214591820687	0.27422462043306295	0.263	0.197	1	CD4	up
Rsu1	0.19048262489055548	0.2794703441214177	0.174	0.115	1	CD4	up
Nfkbiz	0.19054364124202852	0.501313727204304	0.392	0.328	1	CD4	up
Ppp4r2	0.19094737866117237	0.2766285978819205	0.424	0.328	1	CD4	up
Vti1b	0.19137324407310097	0.2738404028050387	0.196	0.131	1	CD4	up
Synj2bp	0.19194700070073675	0.27396723697704006	0.212	0.148	1	CD4	up
Fbxl3	0.19195059311190202	-0.2503927033417175	0.218	0.295	1	CD4	down
Syngr2	0.1922609979520825	0.2519835399522477	0.18	0.115	1	CD4	up
Nfat5	0.1927436920450359	0.3554485828847027	0.44	0.377	1	CD4	up
Ezh2	0.19278216563156123	0.3652776911615011	0.247	0.18	1	CD4	up
Hmg20b	0.19300498400324467	0.271210545460924	0.193	0.131	1	CD4	up
Ubr2	0.19343382243573679	0.3599242504231279	0.339	0.279	1	CD4	up
Slbp	0.19373893014929736	0.32895855292719434	0.472	0.393	1	CD4	up
Dennd5a	0.19400709698847515	0.3307666248224156	0.225	0.164	1	CD4	up
Ap1s2	0.19425915372966515	0.2660569529235509	0.155	0.098	1	CD4	up
Iqgap2	0.19522148330139746	0.3727920040951518	0.326	0.262	1	CD4	up
Clec2d	0.19530588851777195	0.3234271357384918	0.354	0.279	1	CD4	up
Myh1	0.19574899713316812	-0.2713791253748824	0.18	0.246	1	CD4	down
Paxbp1	0.19613597406560387	0.25838435512168906	0.177	0.115	1	CD4	up
Raf1	0.19694520021679454	0.40656758277513244	0.266	0.213	1	CD4	up
Ufm1	0.19904051218765345	0.31265632147394884	0.294	0.23	1	CD4	up
Sh2d2a	0.1996169516837175	0.25222560367239333	0.509	0.475	1	CD4	up
Denr	0.20045505443950642	0.26188993730717225	0.297	0.213	1	CD4	up
Egr3	0.20163443774039227	0.2905710030965657	0.12	0.066	1	CD4	up
Fmc1	0.20227489382361047	0.27096339331526426	0.193	0.131	1	CD4	up
Oip5os1	0.20254879631834272	0.26198031443970793	0.405	0.311	1	CD4	up
Ppp1r11	0.2056576777381124	0.3303976729701086	0.373	0.311	1	CD4	up
Hba-a1	0.20657039127111892	0.994676055768662	0.241	0.311	1	CD4	up
Smap1	0.2069356209061366	0.2885883610304327	0.367	0.295	1	CD4	up
